LOCUS	PFAM_CODE	DOMAINE	PFAM_START	PFAM_STOP	LENGTH	PFAM_SCORE	PFAM_EXPECTED
BC1G_06045	PF00970.19	Oxidoreductase FAD-binding domain	298412	298723	312	39.5	4.3E-10
BC1G_06045	PF00175.13	Oxidoreductase NAD-binding domain	297983	298390	408	15.800000190734863	6.299999949987978E-5
BC1G_06045	PF00970.16	Oxidoreductase FAD-binding domain	298418	298723	306	24.5	1.500000053056283E-6
BC1G_06045	PF00175.13	Oxidoreductase NAD-binding domain	297983	298390	408	15.079999923706055	6.800000119255856E-5
BC1G_06045	PF00970.16	Oxidoreductase FAD-binding domain	298418	298723	306	24.510000228881836	1.9999999949504854E-6
BC1G_06045	PF00175.13	Oxidoreductase NAD-binding domain	297983	298390	408	15.800000190734863	6.299999949987978E-5
BC1G_06045	PF00970.16	Oxidoreductase FAD-binding domain	298418	298723	306	24.5	1.500000053056283E-6
BC1G_06047	PF00067.14	Cytochrome P450	308542	310537	1996	129.11000061035156	1.3000000377525586E-35
BC1G_06047	PF00067.17	Cytochrome P450	308560	310537	1978	205.2	1.2E-60
BC1G_06047	PF00067.14	Cytochrome P450	308542	310537	1996	128.1999969482422	2.4000000145074302E-35
BC1G_06047	PF00067.14	Cytochrome P450	308542	310537	1996	128.1999969482422	2.4000000145074302E-35
BC1G_06052	PF01494.11	FAD binding domain	317035	318147	1113	-47.29999923706055	9.899999753315569E-8
BC1G_06052	PF01494.11	FAD binding domain	317035	318147	1113	-47.29999923706055	9.899999753315569E-8
BC1G_06052	PF01494.14	FAD binding domain	317038	318144	1107	88.5	3.9E-25
BC1G_06052	PF08491.5	Squalene epoxidase	317782	318171	390	32.0	4.7E-8
BC1G_06053	PF00970.16	Oxidoreductase FAD-binding domain	320268	320609	342	21.200000762939453	3.2000000373955118E-6
BC1G_06053	PF00970.16	Oxidoreductase FAD-binding domain	320268	320609	342	21.200000762939453	3.2000000373955118E-6
BC1G_06053	PF00970.19	Oxidoreductase FAD-binding domain	320268	320618	351	34.3	1.7E-8
BC1G_06053	PF00970.16	Oxidoreductase FAD-binding domain	320268	320609	342	21.229999542236328	3.000000106112566E-6
BC1G_06054	PF00069.17	Protein kinase domain	321378	322319	942	-62.099998474121094	7.300000288523734E-5
BC1G_06054	PF00069.17	Protein kinase domain	321378	322319	942	-62.099998474121094	7.300000288523734E-5
BC1G_06054	PF00069.20	Protein kinase domain	321420	322319	900	44.4	1.0E-11
BC1G_06055	PF01485.13	IBR domain	324313	324489	177	13.699999809265137	7.300000288523734E-4
BC1G_06055	PF01485.13	IBR domain	324313	324489	177	13.699999809265137	7.300000288523734E-4
BC1G_06055	PF01485.13	IBR domain	324313	324489	177	14.680000305175781	0.002300000051036477
BC1G_06056	PF08240.4	Alcohol dehydrogenase GroES-like domain	325999	326514	516	92.69999694824219	1.099999972191823E-24
BC1G_06056	PF00107.18	Zinc-binding dehydrogenase	325344	325836	493	113.69999694824219	5.200000035297509E-31
BC1G_06056	PF08240.4	Alcohol dehydrogenase GroES-like domain	325999	326514	516	92.69999694824219	1.099999972191823E-24
BC1G_06056	PF00107.18	Zinc-binding dehydrogenase	325344	325836	493	113.69999694824219	5.200000035297509E-31
BC1G_06056	PF00107.18	Zinc-binding dehydrogenase	325344	325836	493	115.91000366210938	1.1999999991033148E-31
BC1G_06056	PF08240.4	Alcohol dehydrogenase GroES-like domain	325999	326514	516	93.1500015258789	8.499999919583559E-25
BC1G_06056	PF00107.21	Zinc-binding dehydrogenase	325344	325803	460	78.2	3.5E-22
BC1G_06056	PF08240.7	Alcohol dehydrogenase GroES-like domain	325999	326514	516	79.9	9.1E-23
BC1G_06057	PF05346.3	Eukaryotic membrane protein family	327887	328855	969	127.0999984741211	4.899999987767223E-35
BC1G_06057	PF05346.3	Eukaryotic membrane protein family	327887	328855	969	124.61000061035156	2.8999998943650185E-34
BC1G_06057	PF05346.3	Eukaryotic membrane protein family	327887	328855	969	127.0999984741211	4.899999987767223E-35
BC1G_06057	PF05346.6	Eukaryotic membrane protein family	327887	328855	969	308.7	3.6E-92
BC1G_06060	PF00145.9	C-5 cytosine-specific DNA methylase	334849	336409	1561	-30.5	5.499999899960528E-10
BC1G_06060	PF01426.10	BAH domain	337079	337544	466	31.899999618530273	2.300000005561742E-6
BC1G_06060	PF01426.10	BAH domain	337079	337544	466	31.899999618530273	2.300000005561742E-6
BC1G_06060	PF00145.9	C-5 cytosine-specific DNA methylase	334849	336409	1561	-30.5	5.499999899960528E-10
BC1G_06060	PF01426.10	BAH domain	337079	337544	466	33.54999923706055	7.400000185953104E-7
BC1G_06060	PF00145.12	C-5 cytosine-specific DNA methylase	335822	336247	426	87.3	9.1E-25
BC1G_06060	PF00145.12	C-5 cytosine-specific DNA methylase	334849	335842	994	87.3	9.1E-25
BC1G_06060	PF01426.13	BAH domain	337079	337544	466	47.1	1.5E-12
BC1G_06061	PF00487.16	Fatty acid desaturase	341566	342360	795	134.0	4.2000000074513825E-37
BC1G_06061	PF00173.20	Cytochrome b5-like Heme/Steroid binding domain	342790	343069	280	38.400001525878906	2.5000000292152436E-8
BC1G_06061	PF00173.20	Cytochrome b5-like Heme/Steroid binding domain	342790	343069	280	38.400001525878906	2.5000000292152436E-8
BC1G_06061	PF00173.23	Cytochrome b5-like Heme/Steroid binding domain	342790	343069	280	37.9	1.0E-9
BC1G_06061	PF00487.19	Fatty acid desaturase	341533	342372	840	126.3	1.2E-36
BC1G_06061	PF00173.20	Cytochrome b5-like Heme/Steroid binding domain	342790	343069	280	35.849998474121094	1.500000053056283E-7
BC1G_06061	PF00487.16	Fatty acid desaturase	341566	342360	795	133.8300018310547	4.8000001366345825E-37
BC1G_06061	PF00487.16	Fatty acid desaturase	341566	342360	795	134.0	4.2000000074513825E-37
BC1G_06064	PF07690.11	Major Facilitator Superfamily	350579	351958	1380	89.4	1.7E-25
BC1G_06064	PF07690.8	Major Facilitator Superfamily	350609	351958	1350	70.33999633789062	6.1999999324932105E-18
BC1G_06064	PF07690.8	Major Facilitator Superfamily	350579	351958	1380	68.0999984741211	2.800000086919343E-17
BC1G_06064	PF07690.8	Major Facilitator Superfamily	350579	351958	1380	68.0999984741211	2.800000086919343E-17
BC1G_06065	PF00069.20	Protein kinase domain	353272	353727	456	32.8	3.4E-8
BC1G_06065	PF07714.12	Protein tyrosine kinase	353344	353736	393	22.0	6.5E-5
BC1G_06070	PF02752.17	Arrestin (or S-antigen), C-terminal domain	363734	364308	575	52.0	7.1E-14
BC1G_06071	PF00160.16	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	367698	367898	201	57.3	1.7E-15
BC1G_06072	PF01569.16	PAP2 superfamily	370195	370470	276	45.2	6.0E-12
BC1G_06072	PF01569.13	PAP2 superfamily	370189	370470	282	2.2200000286102295	0.003309000050649047
BC1G_06074	PF00036.24	EF hand	3021	3107	87	27.200000762939453	5.700000110664405E-5
BC1G_06074	PF00036.24	EF hand	2898	2984	87	32.20000076293945	1.7999999499807018E-6
BC1G_06074	PF00036.24	EF hand	3312	3519	208	105.83999633789062	1.2999999439370891E-28
BC1G_06074	PF00036.24	EF hand	3132	3302	171	105.83999633789062	1.2999999439370891E-28
BC1G_06074	PF00036.24	EF hand	3021	3107	87	105.83999633789062	1.2999999439370891E-28
BC1G_06074	PF00036.24	EF hand	2898	2984	87	105.83999633789062	1.2999999439370891E-28
BC1G_06074	PF00036.27	EF hand	2898	2984	87	88.7	2.7E-26
BC1G_06074	PF13499.1	EF-hand domain pair	3141	3519	379	83.3	8.5E-24
BC1G_06074	PF00036.24	EF hand	3312	3519	208	24.899999618530273	2.899999963119626E-4
BC1G_06074	PF00036.24	EF hand	2898	2984	87	32.20000076293945	1.7999999499807018E-6
BC1G_06074	PF00036.24	EF hand	3021	3107	87	27.200000762939453	5.700000110664405E-5
BC1G_06074	PF00036.24	EF hand	3312	3519	208	24.899999618530273	2.899999963119626E-4
BC1G_06074	PF13499.1	EF-hand domain pair	2907	3107	201	83.3	8.5E-24
BC1G_06074	PF13833.1	EF-hand domain pair	2898	3044	147	55.3	3.2E-15
BC1G_06074	PF13833.1	EF-hand domain pair	3024	3182	159	55.3	3.2E-15
BC1G_06074	PF13202.1	EF hand	2907	2984	78	66.2	6.4E-19
BC1G_06074	PF13202.1	EF hand	3021	3104	84	66.2	6.4E-19
BC1G_06074	PF13202.1	EF hand	3324	3516	193	66.2	6.4E-19
BC1G_06074	PF13405.1	EF-hand domain	3006	3107	102	70.4	2.3E-20
BC1G_06074	PF13405.1	EF-hand domain	3318	3519	202	70.4	2.3E-20
BC1G_06075	PF10513.4	Enhancer of polycomb-like	4543	4829	287	22.0	1.4E-4
BC1G_06077	PF09273.6	Rubisco LSMT substrate-binding	7865	8394	530	46.6	2.7E-12
BC1G_06078	PF00814.17	Glycoprotease family	9478	10341	864	212.5	0.0
BC1G_06078	PF00814.17	Glycoprotease family	9478	10341	864	212.5	0.0
BC1G_06078	PF00814.17	Glycoprotease family	9478	10341	864	217.35000610351562	0.0
BC1G_06078	PF00814.20	Glycoprotease family	9478	10341	864	278.5	5.0E-83
BC1G_06079	PF04739.10	5'-AMP-activated protein kinase beta subunit, interation domain	12996	13372	377	104.6	1.9E-30
BC1G_06079	PF04739.7	5'-AMP-activated protein kinase, beta subunit, complex-interacting region	13059	13372	314	103.0	8.999999667427827E-28
BC1G_06079	PF04739.7	5'-AMP-activated protein kinase, beta subunit, complex-interacting region	13059	13372	314	102.0	1.7999999334855654E-27
BC1G_06079	PF04739.7	5'-AMP-activated protein kinase, beta subunit, complex-interacting region	13059	13372	314	103.0	8.999999667427827E-28
BC1G_06080	PF13238.1	AAA domain	14106	14682	577	106.0	1.5E-30
BC1G_06080	PF13207.1	AAA domain	14103	14826	724	64.7	1.2E-17
BC1G_06080	PF00406.17	Adenylate kinase	14112	14811	700	30.3	2.9E-7
BC1G_06081	PF01725.8	Ham1 family	15102	15771	670	88.5999984741211	1.900000046989576E-23
BC1G_06081	PF01725.8	Ham1 family	15102	15771	670	88.5999984741211	1.900000046989576E-23
BC1G_06081	PF01725.8	Ham1 family	15105	15771	667	87.68000030517578	3.800000093979152E-23
BC1G_06081	PF01725.11	Ham1 family	15105	15771	667	141.8	1.5E-41
BC1G_06082	PF00067.17	Cytochrome P450	17709	18402	694	59.8	1.5E-16
BC1G_06083	PF00612.22	IQ calmodulin-binding motif	22181	22243	63	56.7	4.6E-16
BC1G_06083	PF00612.22	IQ calmodulin-binding motif	22394	22456	63	56.7	4.6E-16
BC1G_06083	PF00612.22	IQ calmodulin-binding motif	22469	22531	63	56.7	4.6E-16
BC1G_06083	PF01843.14	DIL domain	20456	20818	363	121.9	8.0E-36
BC1G_06083	PF00063.16	Myosin head (motor domain)	22646	24831	2186	795.1	0.0
BC1G_06083	PF00612.19	IQ calmodulin-binding motif	22181	22243	63	112.08999633789062	1.6999999301591922E-30
BC1G_06083	PF00612.19	IQ calmodulin-binding motif	22250	22312	63	112.08999633789062	1.6999999301591922E-30
BC1G_06083	PF00612.19	IQ calmodulin-binding motif	22469	22531	63	112.08999633789062	1.6999999301591922E-30
BC1G_06083	PF00612.19	IQ calmodulin-binding motif	22394	22456	63	112.08999633789062	1.6999999301591922E-30
BC1G_06083	PF00612.19	IQ calmodulin-binding motif	22325	22387	63	112.08999633789062	1.6999999301591922E-30
BC1G_06083	PF00612.19	IQ calmodulin-binding motif	22538	22600	63	112.08999633789062	1.6999999301591922E-30
BC1G_06083	PF01843.11	DIL domain	20456	20818	363	141.16000366210938	3.000000645916E-39
BC1G_06083	PF00063.13	Myosin head (motor domain)	22646	24831	2186	1077.6400146484375	0.0
BC1G_06083	PF01843.11	DIL domain	20456	20818	363	143.39999389648438	6.1000063580370044E-40
BC1G_06083	PF00612.19	IQ calmodulin-binding motif	22181	22243	63	24.600000381469727	3.3999999868683517E-4
BC1G_06083	PF00612.19	IQ calmodulin-binding motif	22394	22456	63	28.700000762939453	2.099999983329326E-5
BC1G_06083	PF00612.19	IQ calmodulin-binding motif	22469	22531	63	28.0	3.400000059627928E-5
BC1G_06083	PF00612.19	IQ calmodulin-binding motif	22538	22600	63	12.800000190734863	1.2999999523162842
BC1G_06083	PF00063.13	Myosin head (motor domain)	22646	24831	2186	1080.0999755859375	0.0
BC1G_06083	PF02736.11	Myosin N-terminal SH3-like domain	24898	25125	228	10.600000381469727	0.10999999940395355
BC1G_06083	PF01843.11	DIL domain	20456	20818	363	143.39999389648438	6.1000063580370044E-40
BC1G_06083	PF00612.19	IQ calmodulin-binding motif	22181	22243	63	24.600000381469727	3.3999999868683517E-4
BC1G_06083	PF00612.19	IQ calmodulin-binding motif	22394	22456	63	28.700000762939453	2.099999983329326E-5
BC1G_06083	PF00612.19	IQ calmodulin-binding motif	22469	22531	63	28.0	3.400000059627928E-5
BC1G_06083	PF00612.19	IQ calmodulin-binding motif	22538	22600	63	12.800000190734863	1.2999999523162842
BC1G_06083	PF00063.13	Myosin head (motor domain)	22646	24831	2186	1080.0999755859375	0.0
BC1G_06083	PF02736.11	Myosin N-terminal SH3-like domain	24898	25125	228	10.600000381469727	0.10999999940395355
BC1G_06085	PF00956.10	Nucleosome assembly protein (NAP)	28755	29592	838	418.79998779296875	0.0
BC1G_06085	PF00956.10	Nucleosome assembly protein (NAP)	28755	29592	838	418.7699890136719	0.0
BC1G_06085	PF00956.13	Nucleosome assembly protein (NAP)	28761	29592	832	295.6	1.8E-88
BC1G_06085	PF00956.10	Nucleosome assembly protein (NAP)	28755	29592	838	418.79998779296875	0.0
BC1G_06086	PF12409.3	P5-type ATPase cation transporter	30964	31404	441	131.9	8.5E-39
BC1G_06087	PF00702.18	haloacid dehalogenase-like hydrolase	33523	34806	1284	18.5	0.00139999995008111
BC1G_06087	PF00702.18	haloacid dehalogenase-like hydrolase	33523	34806	1284	18.5	0.00139999995008111
BC1G_06087	PF12710.2	haloacid dehalogenase-like hydrolase	33532	34770	1239	111.8	4.0E-32
BC1G_06087	PF00702.18	haloacid dehalogenase-like hydrolase	33523	34806	1284	19.25	0.0013729999773204327
BC1G_06087	PF00122.15	E1-E2 ATPase	32953	33510	558	52.5	2.8E-14
BC1G_06088	PF01209.13	ubiE/COQ5 methyltransferase family	36529	37232	704	34.1	1.3E-8
BC1G_06088	PF05175.9	Methyltransferase small domain	36508	37066	559	31.2	1.2E-7
BC1G_06088	PF08242.7	Methyltransferase domain	36586	36991	406	44.9	1.1E-11
BC1G_06088	PF13489.1	Methyltransferase domain	36514	37271	758	49.5	3.2E-13
BC1G_06088	PF13847.1	Methyltransferase domain	36565	37226	662	56.8	1.7E-15
BC1G_06088	PF08241.7	Methyltransferase domain	36586	36997	412	59.6	2.9E-16
BC1G_06088	PF02353.15	Mycolic acid cyclopropane synthetase	36394	37223	830	103.4	1.0E-29
BC1G_06088	PF08242.4	Methyltransferase domain	36586	36991	406	51.900001525878906	2.199999947841147E-12
BC1G_06088	PF08241.4	Methyltransferase domain	36586	36997	412	72.80999755859375	1.0999999780167719E-18
BC1G_06088	PF08242.4	Methyltransferase domain	36586	36991	406	49.900001525878906	8.400000313379952E-12
BC1G_06088	PF08241.4	Methyltransferase domain	36586	36997	412	72.5	1.3000000492180588E-18
BC1G_06088	PF02353.12	Cyclopropane-fatty-acyl-phospholipid synthase	36388	37436	1049	-77.5999984741211	3.400000003761505E-10
BC1G_06088	PF08242.4	Methyltransferase domain	36586	36991	406	49.900001525878906	8.400000313379952E-12
BC1G_06088	PF08241.4	Methyltransferase domain	36586	36997	412	72.5	1.3000000492180588E-18
BC1G_06088	PF02353.12	Cyclopropane-fatty-acyl-phospholipid synthase	36388	37436	1049	-77.5999984741211	3.400000003761505E-10
BC1G_06088	PF13649.1	Methyltransferase domain	36583	36985	403	32.2	9.0E-8
BC1G_06088	PF12847.2	Methyltransferase domain	36571	37006	436	40.0	4.4E-10
BC1G_06090	PF00069.17	Protein kinase domain	38806	39763	958	283.20001220703125	0.0
BC1G_06090	PF07714.12	Protein tyrosine kinase	38806	39589	784	108.9	2.0E-31
BC1G_06090	PF00069.20	Protein kinase domain	38806	39763	958	217.0	2.1E-64
BC1G_06090	PF07714.9	Protein tyrosine kinase	38806	39661	856	40.540000915527344	7.09999999399147E-15
BC1G_06090	PF00069.17	Protein kinase domain	38806	39763	958	283.20001220703125	0.0
BC1G_06090	PF00069.17	Protein kinase domain	38806	39763	958	283.20001220703125	0.0
BC1G_06091	PF07910.8	Peptidase family C78	42506	43410	905	224.3	8.7E-67
BC1G_06091	PF07910.5	Peptidase family C78	42506	43410	905	238.49000549316406	0.0
BC1G_06091	PF07910.3	Protein of unknown function (DUF1671)	42548	43422	875	153.0	7.805232446289231E-43
BC1G_06091	PF07910.3	Protein of unknown function (DUF1671)	42548	43422	875	153.0	7.805232446289231E-43
BC1G_06092	PF00561.12	alpha/beta hydrolase fold	45522	46221	700	80.33999633789062	6.0999998064196875E-21
BC1G_06092	PF00561.15	alpha/beta hydrolase fold	45522	46218	697	67.5	1.1E-18
BC1G_06092	PF07819.5	PGAP1-like protein	45366	46128	763	-74.69999694824219	0.003100000089034438
BC1G_06092	PF12697.2	Alpha/beta hydrolase family	45384	46212	829	108.9	3.0E-31
BC1G_06092	PF12695.2	Alpha/beta hydrolase family	45381	46176	796	57.8	8.8E-16
BC1G_06092	PF00561.12	alpha/beta hydrolase fold	45522	46221	700	80.5999984741211	4.799999847674508E-21
BC1G_06092	PF07819.5	PGAP1-like protein	45366	46128	763	-74.69999694824219	0.003100000089034438
BC1G_06092	PF00561.12	alpha/beta hydrolase fold	45522	46221	700	80.5999984741211	4.799999847674508E-21
BC1G_06092	PF07819.8	PGAP1-like protein	45369	45912	544	29.1	6.0E-7
BC1G_06092	PF00975.15	Thioesterase domain	45378	45918	541	28.9	1.1E-6
BC1G_06093	PF08477.5	Miro-like protein	46814	47371	558	41.400001525878906	3.100000034450545E-9
BC1G_06093	PF00025.16	ADP-ribosylation factor family	46661	47383	723	28.1	9.0E-7
BC1G_06093	PF08477.8	Miro-like protein	46814	47371	558	43.1	4.5E-11
BC1G_06093	PF00071.17	Ras family	46655	47371	717	142.2	8.0E-42
BC1G_06093	PF00071.14	Ras family	46655	47371	717	204.1999969482422	0.0
BC1G_06093	PF08477.5	Miro-like protein	46814	47371	558	42.11000061035156	1.999999943436137E-9
BC1G_06093	PF00071.14	Ras family	46655	47371	717	204.27000427246094	0.0
BC1G_06093	PF00071.14	Ras family	46655	47371	717	204.1999969482422	0.0
BC1G_06093	PF08477.5	Miro-like protein	46814	47371	558	41.400001525878906	3.100000034450545E-9
BC1G_06093	PF00009.22	Elongation factor Tu GTP binding domain	46655	47347	693	21.6	1.1E-4
BC1G_06094	PF01015.10	Ribosomal S3Ae family	47872	48670	799	487.4700012207031	0.0
BC1G_06094	PF01015.13	Ribosomal S3Ae family	47872	48670	799	274.0	4.3E-82
BC1G_06094	PF01015.10	Ribosomal S3Ae family	47872	48670	799	486.6000061035156	0.0
BC1G_06094	PF01015.10	Ribosomal S3Ae family	47872	48670	799	486.6000061035156	0.0
BC1G_06095	PF03446.10	NAD binding domain of 6-phosphogluconate dehydrogenase	50821	51205	385	27.0	3.1E-6
BC1G_06095	PF00389.25	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	50356	51475	1120	115.0	1.4E-33
BC1G_06095	PF00389.22	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	50356	51475	1120	119.19999694824219	1.2000000284906736E-32
BC1G_06095	PF02826.11	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	50719	51328	610	230.8000030517578	0.0
BC1G_06095	PF00389.22	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	50356	51475	1120	119.19999694824219	1.2000000284906736E-32
BC1G_06095	PF02826.11	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	50719	51328	610	230.8000030517578	0.0
BC1G_06095	PF02826.11	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	50719	51328	610	230.92999267578125	0.0
BC1G_06095	PF00389.22	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	50356	51475	1120	120.12000274658203	6.500000337995474E-33
BC1G_06095	PF02826.14	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	50719	51328	610	170.0	2.4E-50
BC1G_06097	PF12471.3	GTP cyclohydrolase N terminal	56269	57366	1098	189.8	3.4E-56
BC1G_06097	PF00925.15	GTP cyclohydrolase II	55078	56137	1060	41.4	7.2E-11
BC1G_06098	PF05129.5	Transcription elongation factor Elf1 like	59001	59328	328	85.0	2.3000000784719956E-22
BC1G_06098	PF05129.8	Transcription elongation factor Elf1 like	58995	59367	373	90.7	3.1E-26
BC1G_06098	PF05129.5	Transcription elongation factor Elf1 like	59001	59328	328	85.01000213623047	2.400000125785646E-22
BC1G_06098	PF05129.5	Transcription elongation factor Elf1 like	59001	59328	328	85.0	2.3000000784719956E-22
BC1G_06099	PF00156.19	Phosphoribosyl transferase domain	59989	60509	521	0.9100000262260437	0.0023819999769330025
BC1G_06100	PF07814.8	Wings apart-like protein regulation of heterochromatin	63378	64421	1044	76.2	1.7E-21
BC1G_06102	PF00587.17	tRNA synthetase class II core domain (G, H, P, S and T)	67404	67938	535	137.6999969482422	3.2000001284576807E-38
BC1G_06102	PF00587.17	tRNA synthetase class II core domain (G, H, P, S and T)	67404	67938	535	137.6999969482422	3.2000001284576807E-38
BC1G_06102	PF00587.17	tRNA synthetase class II core domain (G, H, P, S and T)	67404	67938	535	137.91000366210938	2.8000000423355474E-38
BC1G_06102	PF00587.20	tRNA synthetase class II core domain (G, H, P, S and T)	67404	67938	535	106.9	7.5E-31
BC1G_06103	PF02403.14	Seryl-tRNA synthetase N-terminal domain	69186	69573	388	95.69999694824219	1.399999953402364E-25
BC1G_06103	PF00587.17	tRNA synthetase class II core domain (G, H, P, S and T)	69832	70459	628	180.89999389648438	0.0
BC1G_06103	PF02403.14	Seryl-tRNA synthetase N-terminal domain	69186	69573	388	95.69999694824219	1.399999953402364E-25
BC1G_06103	PF00587.17	tRNA synthetase class II core domain (G, H, P, S and T)	69832	70459	628	180.89999389648438	0.0
BC1G_06103	PF02403.17	Seryl-tRNA synthetase N-terminal domain	69186	69573	388	69.0	2.8E-19
BC1G_06103	PF00587.20	tRNA synthetase class II core domain (G, H, P, S and T)	69832	70459	628	96.3	1.3E-27
BC1G_06103	PF02403.14	Seryl-tRNA synthetase N-terminal domain	69186	69573	388	95.54000091552734	1.5999999819625636E-25
BC1G_06103	PF00587.17	tRNA synthetase class II core domain (G, H, P, S and T)	69832	70459	628	180.94000244140625	0.0
BC1G_06104	PF00579.20	tRNA synthetases class I (W and Y)	72695	73670	976	164.0	3.5E-48
BC1G_06104	PF00579.17	tRNA synthetases class I (W and Y)	72695	73907	1213	105.36000061035156	1.8000000057079383E-28
BC1G_06104	PF00579.17	tRNA synthetases class I (W and Y)	72695	73907	1213	107.80000305175781	3.100000009830338E-29
BC1G_06104	PF00579.17	tRNA synthetases class I (W and Y)	72695	73907	1213	107.80000305175781	3.100000009830338E-29
BC1G_06104	PF00338.17	Ribosomal protein S10p/S20e	74716	75015	300	80.4	5.7E-23
BC1G_06106	PF08698.3	Fcf2 pre-rRNA processing	78535	79040	506	175.0	0.0
BC1G_06106	PF08698.6	Fcf2 pre-rRNA processing	78532	79040	509	113.0	4.5E-33
BC1G_06106	PF08698.3	Fcf2 pre-rRNA processing	78535	79040	506	175.25	0.0
BC1G_06106	PF08698.3	Fcf2 pre-rRNA processing	78535	79040	506	175.0	0.0
BC1G_06107	PF00125.16	Core histone H2A/H2B/H3/H4	81013	81234	222	36.900001525878906	6.999999868639861E-8
BC1G_06107	PF00808.15	Histone-like transcription factor (CBF/NF-Y) and archaeal histone	81031	81225	195	81.9000015258789	1.999999936531045E-21
BC1G_06107	PF00125.19	Core histone H2A/H2B/H3/H4	81016	81234	219	43.4	2.5E-11
BC1G_06107	PF00808.18	Histone-like transcription factor (CBF/NF-Y) and archaeal histone	81031	81225	195	69.7	1.4E-19
BC1G_06107	PF00125.16	Core histone H2A/H2B/H3/H4	81013	81234	222	38.900001525878906	1.799999971296984E-8
BC1G_06107	PF00808.15	Histone-like transcription factor (CBF/NF-Y) and archaeal histone	81031	81225	195	81.87999725341797	2.0999999333575973E-21
BC1G_06107	PF00808.15	Histone-like transcription factor (CBF/NF-Y) and archaeal histone	81031	81225	195	81.9000015258789	1.999999936531045E-21
BC1G_06107	PF00125.16	Core histone H2A/H2B/H3/H4	81013	81234	222	36.900001525878906	6.999999868639861E-8
BC1G_06108	PF04091.4	Exocyst complex subunit Sec15-like	82109	83383	1275	111.5	2.500000007927692E-30
BC1G_06108	PF04091.7	Exocyst complex subunit Sec15-like	82181	83383	1203	401.0	3.1E-120
BC1G_06108	PF04091.4	Exocyst complex subunit Sec15-like	82109	83383	1275	111.48999786376953	2.5999999706289806E-30
BC1G_06108	PF04091.4	Exocyst complex subunit Sec15-like	82109	83383	1275	111.5	2.500000007927692E-30
BC1G_06109	PF04059.4	RNA recognition motif 2	88844	89186	343	164.10000610351562	0.0
BC1G_06109	PF04059.4	RNA recognition motif 2	88844	89186	343	164.10000610351562	0.0
BC1G_06109	PF04059.4	RNA recognition motif 2	88844	89186	343	164.0800018310547	0.0
BC1G_06109	PF04059.7	RNA recognition motif 2	88844	89186	343	130.4	1.6E-38
BC1G_06110	PF08242.4	Methyltransferase domain	91380	91798	419	45.29999923706055	2.000000026702864E-10
BC1G_06110	PF13649.1	Methyltransferase domain	91386	91801	416	26.6	5.3E-6
BC1G_06110	PF08241.7	Methyltransferase domain	91377	91798	422	26.7	5.3E-6
BC1G_06110	PF13847.1	Methyltransferase domain	91218	91816	599	31.5	1.0E-7
BC1G_06110	PF08242.7	Methyltransferase domain	91380	91798	419	34.2	2.3E-8
BC1G_06110	PF13489.1	Methyltransferase domain	91215	92009	795	41.4	1.0E-10
BC1G_06110	PF08241.4	Methyltransferase domain	91374	91798	425	17.290000915527344	0.002007999923080206
BC1G_06110	PF08242.4	Methyltransferase domain	91380	91798	419	45.20000076293945	2.3000000515249752E-10
BC1G_06110	PF08242.4	Methyltransferase domain	91380	91798	419	45.29999923706055	2.000000026702864E-10
BC1G_06114	PF11327.3	Protein of unknown function (DUF3129)	96854	97448	595	198.5	7.4E-59
BC1G_06118	PF00432.13	Prenyltransferase and squalene oxidase repeat	104056	104258	203	97.08000183105469	5.600000306647522E-26
BC1G_06118	PF00432.13	Prenyltransferase and squalene oxidase repeat	104328	104462	135	97.08000183105469	5.600000306647522E-26
BC1G_06118	PF00432.13	Prenyltransferase and squalene oxidase repeat	104777	104962	186	97.08000183105469	5.600000306647522E-26
BC1G_06118	PF13249.1	Prenyltransferase-like	104613	105097	485	79.3	2.4E-22
BC1G_06118	PF00432.13	Prenyltransferase and squalene oxidase repeat	104328	104462	135	33.099998474121094	9.999999974752427E-7
BC1G_06118	PF00432.13	Prenyltransferase and squalene oxidase repeat	104328	104462	135	33.099998474121094	9.999999974752427E-7
BC1G_06118	PF00432.16	Prenyltransferase and squalene oxidase repeat	104056	104255	200	86.5	5.2E-25
BC1G_06118	PF00432.16	Prenyltransferase and squalene oxidase repeat	104328	104462	135	86.5	5.2E-25
BC1G_06118	PF00432.13	Prenyltransferase and squalene oxidase repeat	104984	105115	132	97.08000183105469	5.600000306647522E-26
BC1G_06121	PF00172.10	Fungal Zn(2)-Cys(6) binuclear cluster domain	111775	111906	132	18.399999618530273	8.699999889358878E-4
BC1G_06121	PF00172.10	Fungal Zn(2)-Cys(6) binuclear cluster domain	111775	111906	132	18.399999618530273	8.699999889358878E-4
